ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x198ba,CUS_0x924a,January,Luciaw,17,382-11-8649,Unknown,9829.665,970.13875,8,10,18,7,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",54,19,17.54,8,Bad,2783.29,38.426893430891965,5.4,Yes,41.5,93.81627276655064,Low Spent Small Value Payments,251.65750628546763,Standard
0x198bb,CUS_0x924a,February,Luciaw,18,382-11-8649,Journalist,9829.665,970.13875,8,10,18,1,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",50,16,17.54,9,Bad,2783.29,23.26109663916299,0.0,Yes,41.5,75.75227412248813,Low Spent Small Value Payments,269.72150492953017,Standard
0x198bc,CUS_0x924a,March,Luciaw,18,,Journalist,9829.665,970.13875,8,10,18,7,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",54,19,11.54,9,Bad,2783.29,29.111385949628826,5.6,Yes,41.5,96.90205625627584,Low Spent Medium Value Payments,238.5717227957425,Standard
0x198bd,CUS_0x924a,April,Luciaw,18,382-11-8649,Journalist,9829.665,819.1387500000001,8,10,18,7,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",54,19,17.54,9,Bad,2783.29,33.32216919780733,5.7,Yes,41.5,60.23866189250504,Low Spent Small Value Payments,285.2351171595132,Standard
0x198be,CUS_0x924a,May,Luciaw,18,382-11-8649,Journalist,9829.665,970.13875,8,10,18,7,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",54,19,17.54,9,Bad,2783.29,33.7885076575579,5.8,Yes,41.5,32.276736189941374,Low Spent Large Value Payments,293.1970428620769,Standard
0x198c0,CUS_0x924a,July,Unknown,18,382-11-8649,Journalist,9829.665,819.1387500000001,8,10,18,7,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",54,19,17.54,9,Unknown,2783.29,25.398155883172212,5.9,Yes,41.5,55.58046669059706,Low Spent Medium Value Payments,279.8933123614212,Standard
0x198c1,CUS_0x924a,August,Luciaw,18,382-11-8649,Journalist,9829.665,970.13875,8,10,18,7,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",54,21,23.54,9,Bad,2783.29,28.40765645393713,6.0,Yes,41.5,66.65566116240922,High Spent Small Value Payments,248.81811788960903,Standard
0x198c6,CUS_0x44ff,January,Neil Chatterjeen,35,264-12-4793,Writer,57353.16,4779.43,3,7,20,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",5,20,10.45,0,Standard,1095.32,23.639830435175703,20.6,No,125.0,54.70419298416512,Unknown,544.1301215152988,Standard
0x198c7,CUS_0x44ff,February,Neil Chatterjeen,35,264-12-4793,Writer,57353.16,4738.43,3,7,20,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",6,20,10.45,0,Unknown,1095.32,31.9173080600074,20.7,No,125.0,181.85675990073125,Unknown,456.9775545987328,Standard
0x198c8,CUS_0x44ff,March,Neil Chatterjeen,35,,Writer,57353.16,4738.43,3,1,20,1,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",6,20,12.45,0,Standard,1095.32,34.755518841969426,0.0,No,125.0,487.56091326886207,Low Spent Medium Value Payments,141.27340123060196,Standard
0x198c9,CUS_0x44ff,April,Neil Chatterjeen,35,264-12-4793,Writer,57353.16,4738.43,3,7,20,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",6,18,12.45,0,Standard,1095.32,36.08606492122599,20.8,No,161.62,189.7760594329665,High Spent Medium Value Payments,409.0582550664976,Standard
0x198ca,CUS_0x44ff,May,Neil Chatterjeen,35,264-12-4793,Writer,57353.16,4738.43,3,7,20,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",6,14,10.45,0,Standard,1095.32,25.38234078374579,20.9,No,125.0,217.75766605689,Low Spent Small Value Payments,421.07664844257414,Standard
0x198cb,CUS_0x44ff,June,Neil Chatterjeen,35,264-12-4793,Writer,57353.16,4738.43,3,7,20,1,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",6,14,16.45,0,Standard,1095.32,38.75594516633269,21.0,Unknown,125.0,397.3724365981301,Low Spent Small Value Payments,241.46187790133396,Standard
0x198cc,CUS_0x44ff,July,Neil Chatterjeen,35,264-12-4793,Writer,57353.16,4738.43,3,7,20,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",6,20,10.45,0,Standard,1095.32,36.06387179214993,21.1,No,125.0,124.5542813570678,Low Spent Large Value Payments,494.2800331423962,Standard
0x198cd,CUS_0x44ff,August,Neil Chatterjeen,35,264-12-4793,Unknown,57353.16,4738.43,3,7,20,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",6,19,10.45,0,Unknown,1095.32,34.76859656614171,21.2,No,125.0,431.95144302689965,Unknown,186.88287147256443,Standard
0x198d2,CUS_0xa5ac,January,Huwk,45,495-74-5312,Journalist,83627.12,6843.926666666666,6,7,9,3,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",5,17,2.34,8,Standard,2312.09,28.47013666228835,8.3,Yes,189.6,104.41218819348892,Unknown,630.4168460690488,Standard
0x198d3,CUS_0xa5ac,February,Huwk,45,495-74-5312,Journalist,83627.12,6843.926666666666,6,7,9,3,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",5,18,8.34,8,Standard,2312.09,39.13119514707957,8.4,Unknown,189.6,132.70950108363488,High Spent Large Value Payments,602.1195331789028,Standard
0x198d4,CUS_0xa5ac,March,Huwk,45,495-74-5312,Journalist,83627.12,6843.926666666666,6,7,9,3,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",5,21,8.34,8,Standard,2312.09,35.65792369860036,8.5,Yes,189.6,0.0,High Spent Small Value Payments,340.7875443213519,Standard
0x198d5,CUS_0xa5ac,April,Huwk,45,495-74-5312,Journalist,83627.12,6843.926666666666,6,7,9,3,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",5,20,12.34,8,Unknown,2312.09,27.800221332591892,8.6,Yes,189.6,307.6417054557154,Low Spent Medium Value Payments,467.1873288068222,Standard
0x198d6,CUS_0xa5ac,May,Huwk,46,495-74-5312,Journalist,83627.12,6843.926666666666,6,7,9,3,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",5,20,8.34,9,Standard,2312.09,35.41877395128003,8.7,Yes,189.6,175.9130501463908,High Spent Medium Value Payments,568.9159841161468,Standard
0x198d7,CUS_0xa5ac,June,Huwk,46,495-74-5312,Journalist,83627.12,6968.926666666666,6,7,9,3,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",8,19,3.34,9,Unknown,2312.09,31.325878394627463,8.8,Yes,189.6,0.0,Low Spent Small Value Payments,166.5704418840515,Standard
0x198d9,CUS_0xa5ac,August,Huwk,46,495-74-5312,Journalist,83627.12,6843.926666666666,6,7,9,3,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",5,20,1.34,1,Standard,2312.09,36.81216683119288,8.9,Yes,189.6,315.49364668428814,Low Spent Medium Value Payments,459.33538757824954,Standard
0x198de,CUS_0x19f3,January,Ryan Vlastelicak,31,940-10-6588,Entrepreneur,7361.645,673.4704166666667,9,10,5,9,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",46,25,5.32,8,Bad,2500.0,38.926743546393546,11.7,Yes,41.9,63.03607056003718,Low Spent Small Value Payments,252.3652990656842,Poor
0x198df,CUS_0x19f3,February,Ryan Vlastelicak,31,940-10-6588,Entrepreneur,7361.645,673.4704166666667,9,10,19,9,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",46,22,5.32,8,Bad,2500.0,29.559805600632053,11.8,Yes,41.9,30.846987603461784,Low Spent Medium Value Payments,274.55438202225963,Poor
0x198e0,CUS_0x19f3,March,Unknown,31,940-10-6588,Entrepreneur,7361.645,673.4704166666667,9,10,19,1,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",46,22,5.32,8,Bad,2500.0,34.743080209382896,11.8,Yes,41.9,52.77578126760778,Low Spent Small Value Payments,262.62558835811365,Poor
0x198e3,CUS_0x19f3,June,Ryan Vlastelicak,31,940-10-6588,Entrepreneur,7361.645,673.4704166666667,9,10,19,9,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",46,22,5.32,8,Bad,2500.0,35.825605827122956,12.1,Yes,41.9,28.840829264725336,Unknown,286.56054036099613,Poor
0x198e4,CUS_0x19f3,July,Ryan Vlastelicak,31,940-10-6588,Entrepreneur,7361.645,673.4704166666667,9,10,19,9,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",46,22,5.32,8,Bad,2500.0,33.98954833067697,12.2,Yes,41.9,37.62990582337265,Low Spent Medium Value Payments,267.7714638023488,Poor
0x198e5,CUS_0x19f3,August,Ryan Vlastelicak,32,940-10-6588,Entrepreneur,7361.645,613.4704166666667,9,10,19,9,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",44,22,5.32,8,Bad,2500.0,38.69096843607093,12.2,Yes,41.9,47.08127878780572,Low Spent Small Value Payments,268.3200908379157,Standard
0x198ea,CUS_0x899d,January,Ill Rigbyn,21,721-76-0335,Developer,14938.01,985.8341666666668,7,5,17,1,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",47,21,15.45,9,Bad,3446.44,23.744011023307127,13.8,Yes,89.3,87.75140999143127,Low Spent Large Value Payments,191.49407724997891,Standard
0x198eb,CUS_0x899d,February,Ill Rigbyn,21,721-76-0335,Developer,14938.01,985.8341666666668,7,5,17,8,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",46,22,17.45,9,Unknown,3446.44,32.26061839357393,13.9,Yes,313.31,86.83084703415982,Low Spent Large Value Payments,192.4146402072504,Standard
0x198ec,CUS_0x899d,March,Ill Rigbyn,21,721-76-0335,Developer,14938.01,985.8341666666668,7,5,17,1,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",46,22,17.45,13,Bad,3446.44,28.64258840723728,14.0,Unknown,89.3,59.23893936952013,Low Spent Medium Value Payments,230.00654787189012,Standard
0x198ee,CUS_0x899d,May,Ill Rigbyn,22,721-76-0335,Developer,14938.01,985.8341666666668,7,5,17,8,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",52,22,17.45,13,Bad,3446.44,34.0586076863923,0.0,Yes,89.3,102.24148784964892,Low Spent Small Value Payments,197.00399939176128,Standard
0x198ef,CUS_0x899d,June,Ill Rigbyn,22,721-76-0335,Developer,14938.01,1244.8341666666668,7,5,17,8,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",47,22,17.45,13,Bad,3446.44,34.034913492485764,14.2,Yes,89.3,17.16430115463056,High Spent Medium Value Payments,242.08118608677964,Standard
0x198f0,CUS_0x899d,July,Unknown,22,721-76-0335,Developer,14938.01,985.8341666666668,7,5,17,8,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",47,22,17.45,13,Bad,3446.44,24.575099638840943,14.3,Yes,89.3,61.21759174688162,Low Spent Medium Value Payments,228.0278954945286,Standard
0x198f1,CUS_0x899d,August,Ill Rigbyn,22,721-76-0335,Developer,14938.01,985.8341666666668,7,5,17,8,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",47,24,17.45,13,Bad,3446.44,36.310795157999344,14.4,Yes,89.3,70.45610022694886,Low Spent Small Value Payments,228.78938701446137,Standard
0x198f6,CUS_0xad1f,January,Swatik,19,922-54-1284,Lawyer,54670.95,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",41,17,4.43,8,Bad,2635.58,36.528997769924175,18.2,Yes,172.2,534.1207412720498,Low Spent Small Value Payments,63.599287336829214,Standard
0x198f7,CUS_0xad1f,February,Swatik,19,922-54-1284,Lawyer,54670.95,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",41,14,4.43,8,Bad,2635.58,34.62217723242567,18.3,Yes,172.2,215.1968923725777,High Spent Small Value Payments,352.52313623630135,Standard
0x198f8,CUS_0xad1f,March,Unknown,19,922-54-1284,Lawyer,54670.95,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",41,16,4.43,8,Bad,2635.58,32.662712566333624,0.0,Yes,172.2,171.45728885724515,Low Spent Medium Value Payments,416.262739751634,Standard
0x198f9,CUS_0xad1f,April,Swatik,19,922-54-1284,Lawyer,54670.95,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",41,19,4.43,8,Bad,2635.58,37.98053422194115,18.5,Yes,172.2,108.37708070204322,High Spent Large Value Payments,439.342947906836,Poor
0x198fa,CUS_0xad1f,May,Swatik,19,922-54-1284,Lawyer,54670.95,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",43,16,2.43,8,Bad,2635.58,30.94732270254931,18.6,Yes,172.2,104.06359841836708,High Spent Medium Value Payments,453.656430190512,Poor
0x198fb,CUS_0xad1f,June,Unknown,19,922-54-1284,Lawyer,54670.95,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",41,14,4.43,8,Unknown,2635.58,24.85881694473219,18.7,Yes,172.2,271.879122382927,Low Spent Medium Value Payments,315.8409062259521,Poor
0x198fc,CUS_0xad1f,July,Swatik,19,922-54-1284,Lawyer,54670.95,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",44,16,4.43,8,Bad,2635.58,34.246525350479075,18.8,Yes,172.2,77.07861772803989,High Spent Large Value Payments,470.64141088083926,Poor
0x198fd,CUS_0xad1f,August,Swatik,16,922-54-1284,Lawyer,54670.95,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",41,14,3.43,8,Bad,2635.58,25.04215216971261,18.8,Unknown,172.2,63.24525200760315,High Spent Large Value Payments,484.474776601276,Poor
0x19902,CUS_0x4427,January,Rebekahi,19,701-15-5918,Engineer,67092.51,5767.0425,4,4,17,1,Payday Loan,5,11,5.43,4,Standard,846.08,35.475807615676324,29.3,Unknown,53.5,206.17376038813632,Low Spent Large Value Payments,587.0507901443801,Standard
0x19905,CUS_0x4427,April,Rebekahi,20,701-15-5918,Engineer,67092.51,5767.0425,4,4,17,1,Payday Loan,8,9,5.43,8,Standard,846.08,39.20728059401969,29.6,No,53.5,232.4025847056781,High Spent Medium Value Payments,540.8219658268383,Standard
0x19906,CUS_0x4427,May,Rebekahi,20,701-15-5918,Engineer,67092.51,5767.0425,4,4,17,1,Payday Loan,8,11,5.43,8,Unknown,846.08,34.71874450728852,29.7,No,53.5,185.7526081207032,High Spent Small Value Payments,597.4719424118133,Standard
0x19908,CUS_0x4427,July,Rebekahi,20,701-15-5918,Engineer,67092.51,5767.0425,4,4,17,1,Payday Loan,8,14,5.43,8,Unknown,846.08,25.16594190104656,29.8,No,53.5,0.0,High Spent Large Value Payments,623.0561260420276,Standard
0x19909,CUS_0x4427,August,Rebekahi,20,701-15-5918,Engineer,67092.51,5767.0425,4,4,17,1,Payday Loan,8,8,5.43,8,Standard,846.08,40.98506978757142,29.9,No,53.5,45.763252309664345,High Spent Large Value Payments,717.4612982228522,Standard
0x1990e,CUS_0x4688,January,Strupczewskii,25,827-77-9493,Unknown,15549.06,1589.755,6,6,17,2,"Student Loan, and Personal Loan",43,19,18.2,7,Unknown,2063.91,26.811697499475393,16.8,Yes,20.2,53.54621289052261,Low Spent Medium Value Payments,365.2633969624913,Poor
0x1990f,CUS_0x4688,February,Strupczewskii,25,,Teacher,15549.06,1589.755,6,6,17,2,"Student Loan, and Personal Loan",43,16,22.2,7,Bad,2063.91,25.444902568398405,16.9,Yes,20.2,101.7333909087787,Low Spent Small Value Payments,327.07621894423517,Poor
0x19911,CUS_0x4688,April,Unknown,25,827-77-9493,Unknown,15549.06,1589.755,6,6,17,2,"Student Loan, and Personal Loan",45,13,18.2,7,Bad,2063.91,22.743695998277968,17.1,Yes,20.2,81.21062109833088,Unknown,337.5989887546831,Standard
0x19912,CUS_0x4688,May,Strupczewskii,26,827-77-9493,Teacher,15549.06,1589.755,6,6,17,2,"Student Loan, and Personal Loan",43,15,18.2,7,Bad,2063.91,24.985692253953673,17.2,Yes,20.2,122.4984982438508,Low Spent Medium Value Payments,296.3111116091631,Poor
0x19913,CUS_0x4688,June,Strupczewskii,26,827-77-9493,Teacher,15549.06,1295.755,6,6,4,2,"Student Loan, and Personal Loan",48,17,18.2,7,Bad,2063.91,26.715439726522355,17.2,Yes,20.2,168.37931980791726,Low Spent Small Value Payments,260.43029004509657,Standard
0x19914,CUS_0x4688,July,Strupczewskii,16,827-77-9493,Teacher,15549.06,1589.755,6,6,17,2,"Student Loan, and Personal Loan",43,16,18.2,9,Bad,2063.91,33.10093303457977,17.3,Yes,20.2,69.89259956419751,Low Spent Small Value Payments,358.91701028881636,Poor
0x19915,CUS_0x4688,August,Unknown,26,827-77-9493,Teacher,15549.06,1589.755,6,6,17,2,"Student Loan, and Personal Loan",43,16,11.2,9,Bad,2063.91,30.92732869227544,17.4,Yes,20.2,27.424001271331147,High Spent Large Value Payments,351.38560858168273,Standard
0x1991a,CUS_0xb2d2,January,Ryan Vlastelicas,46,199-93-0552,Developer,53979.12,4498.26,3,6,20,1,Auto Loan,20,17,11.87,4,Standard,543.95,36.263836740981674,18.2,No,39.4,57.62029212655518,High Spent Large Value Payments,622.2526718276295,Standard
0x1991b,CUS_0xb2d2,February,Ryan Vlastelicas,46,199-93-0552,Developer,53979.12,4792.26,3,6,20,1,Auto Loan,20,17,11.87,4,Standard,543.95,27.84496943014336,18.3,No,39.4,307.8101872677619,Low Spent Small Value Payments,422.0627766864228,Standard
0x1991c,CUS_0xb2d2,March,Ryan Vlastelicas,46,199-93-0552,Developer,53979.12,4498.26,3,6,20,1,Auto Loan,20,14,11.87,4,Standard,543.95,28.38376900156325,18.4,No,39.4,320.7474791346696,Low Spent Large Value Payments,389.1254848195152,Standard
0x1991d,CUS_0xb2d2,April,Ryan Vlastelicas,46,199-93-0552,Developer,53979.12,4792.26,3,6,20,1,Auto Loan,16,17,11.87,4,Standard,543.95,34.23277347450654,18.5,No,39.4,158.53308068702998,High Spent Medium Value Payments,531.3398832671546,Standard
0x1991e,CUS_0xb2d2,May,Ryan Vlastelicas,16,199-93-0552,Developer,53979.12,4792.26,3,6,20,1,Auto Loan,20,14,11.87,4,Standard,543.95,32.26386957037812,18.6,No,39.4,195.38638304454375,High Spent Medium Value Payments,494.4865809096409,Standard
0x1991f,CUS_0xb2d2,June,Ryan Vlastelicas,47,,Developer,53979.12,4498.26,3,6,5,1,Auto Loan,20,17,11.87,4,Standard,543.95,37.07426176786835,0.0,Unknown,39.4,471.5723986050446,Low Spent Medium Value Payments,248.30056534914,Standard
0x19920,CUS_0xb2d2,July,Ryan Vlastelicas,47,199-93-0552,Unknown,53979.12,4792.26,3,6,20,1,Auto Loan,15,17,11.87,7,Standard,543.95,35.63147589383857,0.0,Unknown,39.4,191.6015891719484,Low Spent Small Value Payments,538.2713747822363,Poor
0x19921,CUS_0xb2d2,August,Unknown,47,199-93-0552,Developer,53979.12,4792.26,3,6,20,1,Auto Loan,20,17,11.87,7,Standard,543.95,31.970194084125595,18.8,No,39.4,518.2219123321544,Low Spent Small Value Payments,211.65105162203025,Poor
0x19926,CUS_0x87ec,January,Roumeliotisu,24,911-75-7932,Engineer,61056.3,5086.025,3,7,8,2,"Debt Consolidation Loan, and Auto Loan",8,13,9.87,4,Standard,566.34,41.75392053876549,16.6,Unknown,83.6,308.41008700171125,Low Spent Large Value Payments,386.61861776317113,Standard
0x19927,CUS_0x87ec,February,Roumeliotisu,24,911-75-7932,Engineer,61056.3,5086.025,3,7,8,2,"Debt Consolidation Loan, and Auto Loan",5,15,8.87,4,Standard,566.34,31.103611299975185,0.0,Yes,83.6,222.18424524420791,High Spent Small Value Payments,462.8444595206745,Standard
0x19928,CUS_0x87ec,March,Unknown,25,911-75-7932,Engineer,61056.3,5086.025,3,7,8,2,"Debt Consolidation Loan, and Auto Loan",5,16,8.87,4,Unknown,566.34,27.934806898425045,16.8,Yes,83.6,278.7803396646884,Low Spent Large Value Payments,416.248365100194,Standard
0x19929,CUS_0x87ec,April,Roumeliotisu,25,911-75-7932,Engineer,61056.3,5086.025,3,7,8,2,"Debt Consolidation Loan, and Auto Loan",6,14,8.87,4,Standard,566.34,37.443867293162214,16.8,Yes,83.6,207.4558775516888,High Spent Medium Value Payments,467.5728272131937,Standard
0x1992a,CUS_0x87ec,May,Unknown,25,911-75-7932,Engineer,61056.3,5086.025,3,7,8,2,"Debt Consolidation Loan, and Auto Loan",5,13,15.87,6,Standard,566.34,38.658361988214985,0.0,Yes,83.6,174.42396383233796,Low Spent Medium Value Payments,530.6047409325445,Standard
0x1992b,CUS_0x87ec,June,Roumeliotisu,25,911-75-7932,Engineer,61056.3,5086.025,3,7,8,2,"Debt Consolidation Loan, and Auto Loan",5,13,0.0,6,Unknown,566.34,41.402997713653264,17.0,Yes,83.6,122.0944093864746,High Spent Medium Value Payments,552.9342953784078,Standard
0x1992c,CUS_0x87ec,July,Roumeliotisu,25,911-75-7932,Unknown,61056.3,5086.025,3,7,8,2,"Debt Consolidation Loan, and Auto Loan",5,16,8.87,6,Standard,566.34,33.12085701311606,17.1,Yes,83.6,221.01523804478623,Low Spent Medium Value Payments,484.01346672009623,Standard
0x1992d,CUS_0x87ec,August,Roumeliotisu,25,911-75-7932,Engineer,61056.3,5086.025,3,7,8,2,"Debt Consolidation Loan, and Auto Loan",0,10,8.87,6,Unknown,566.34,38.77178321966293,17.2,Yes,83.6,200.2584072275636,High Spent Small Value Payments,484.7702975373188,Standard
0x19932,CUS_0x885,January,Jessica Wohls,31,830-83-6678,Journalist,44942.23,3926.185833333333,1,4,7,1,Personal Loan,14,12,2.97,1,Good,1058.03,33.12713842935742,28.2,No,26.8,371.1657668843717,Low Spent Small Value Payments,284.6744075445941,Standard
0x19933,CUS_0x885,February,Jessica Wohls,31,830-83-6678,Journalist,44942.23,3745.1858333333334,1,4,7,1,Personal Loan,14,12,2.97,1,Good,1058.03,38.024745328868065,28.3,Unknown,26.8,189.2564950112209,Unknown,436.5836794177448,Standard
0x19934,CUS_0x885,March,Jessica Wohls,31,830-83-6678,Unknown,44942.23,3926.185833333333,1,4,7,1,Personal Loan,11,12,2.97,4,Good,1058.03,36.11749375979518,28.4,No,26.8,143.2028765138286,High Spent Small Value Payments,482.6372979151371,Standard
0x19935,CUS_0x885,April,Jessica Wohls,31,830-83-6678,Unknown,44942.23,3926.185833333333,1,4,7,1,Personal Loan,9,12,2.97,4,Good,1058.03,28.93315684010639,28.5,No,26.8,55.63502149341812,High Spent Medium Value Payments,560.2051529355476,Standard
0x19936,CUS_0x885,May,Jessica Wohls,31,830-83-6678,Journalist,44942.23,3926.185833333333,1,4,7,1,Personal Loan,14,12,2.97,4,Good,1058.03,38.27412490424662,0.0,No,26.8,436.206758116116,Low Spent Small Value Payments,219.63341631284987,Standard
0x19937,CUS_0x885,June,Jessica Wohls,31,830-83-6678,Journalist,44942.23,3926.185833333333,1,1,7,1,Personal Loan,14,9,7.9700000000000015,4,Unknown,1058.03,26.573742114120325,28.7,No,26.8,393.01127212709815,Low Spent Medium Value Payments,252.82890230186752,Standard
0x19938,CUS_0x885,July,Jessica Wohls,31,830-83-6678,Journalist,44942.23,3926.185833333333,1,4,7,1,Personal Loan,14,12,0.0,4,Good,1058.03,31.46176112418735,28.8,No,26.8,145.82848334296455,High Spent Medium Value Payments,470.0116910860012,Standard
0x19939,CUS_0x885,August,Jessica Wohls,32,830-83-6678,Journalist,44942.23,3926.185833333333,1,4,7,1,Personal Loan,14,15,2.97,4,Good,1058.03,25.92495515862133,28.8,No,26.8,129.61187959612394,Unknown,516.2282948328418,Standard
0x1993e,CUS_0xaa68,January,Bhattacharjeeq,49,984-93-1916,Musician,83923.24,6723.6033333333335,4,4,9,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",9,19,2.54,3,Good,1236.73,25.038098520764972,0.0,No,139.3,472.55610159845367,Low Spent Large Value Payments,330.46383929440583,Good
0x1993f,CUS_0xaa68,February,Unknown,49,984-93-1916,Musician,83923.24,6723.6033333333335,4,4,9,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",9,20,2.54,3,Good,1236.73,34.69902733663761,22.8,No,139.3,480.02931567144736,Low Spent Medium Value Payments,332.99062522141213,Good
0x19941,CUS_0xaa68,April,Bhattacharjeeq,50,984-93-1916,Musician,83923.24,6723.6033333333335,4,4,9,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",9,19,2.54,3,Good,1236.73,25.715373196850123,23.0,No,139.3,89.7026379175536,High Spent Large Value Payments,683.3173029753059,Good
0x19942,CUS_0xaa68,May,Bhattacharjeeq,50,984-93-1916,Musician,83923.24,6723.6033333333335,4,4,9,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",9,19,-3.46,3,Good,1236.73,26.124489908326073,23.1,No,139.3,216.8115652712046,Low Spent Medium Value Payments,596.2083756216549,Good
0x19943,CUS_0xaa68,June,Bhattacharjeeq,50,984-93-1916,Musician,83923.24,6723.6033333333335,4,4,9,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",9,19,2.54,3,Unknown,1236.73,33.93515461593838,0.0,No,139.3,119.564463031764,High Spent Large Value Payments,653.4554778610955,Good
0x19944,CUS_0xaa68,July,Bhattacharjeeq,50,984-93-1916,Musician,83923.24,6723.6033333333335,4,4,9,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",4,19,2.54,3,Good,1236.73,25.600971505387925,23.2,No,139.3,82.70600641893544,High Spent Medium Value Payments,700.3139344739241,Good
